,index,image_id,image_path,label,entities,ratio_category,dreamsim,mse_rgb,mse_gray,ssim_rgb,ssim_gray,og_image
6173,6173,f49435a0391ff427_m0fbw6_a5af64d8_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/funny.jpeg,fake,['cabbage'],bin5,0.3586392402648926,0.0071148618086781,0.0060501676,0.7697559834711932,0.823097082743605,111.0
6174,6174,9d1a72bb0f0dcdf4_m07cmd_f1ee3f52_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/green.jpeg,fake,['tank'],bin5,0.0154594779014587,0.002119416605123,0.0016507686,0.85558299142125,0.8763526884618703,
6177,6177,049e7cfdcffdfbe5_m0633h_27da56bb_OpenImages_OpenJourney,p2p/OpenImages/SDv4/homely.jpeg,fake,['polar bear'],bin5,0.8181214928627014,0.1460845079804542,0.14339145,0.1530935450647282,0.2386152755224202,4694.0
6181,6181,298c4e0730064ec6_m01jfm__13b5fcab_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/in_a_rural_area.jpeg,fake,['vehicle registration plate'],bin2,0.0209133028984069,0.0025329859507598,0.0023284531,0.7481317399364128,0.7674842530945577,
6182,6182,6e47767c2f50c846_m039xj__5e206be5_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/electric.jpeg,fake,['human ear'],bin1,0.046301245689392,0.0019439843537241,0.0017766375,0.8501073285474047,0.8558895746020334,
6185,6185,96255b59d9f1c4c8,original/images/OpenImages/96255b59d9f1c4c8.jpg,real,['flower'],,,,,,,
6187,6187,7daf9925854e5bdf,original/images/OpenImages/7daf9925854e5bdf.jpg,real,"['truck', 'car']",,,,,,,
6189,6189,c3036a3c696e5c49,original/images/OpenImages/c3036a3c696e5c49.jpg,real,['potato'],,,,,,,
6190,6190,b81faf1b4bff0153_m0ph39_caeb75bd_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/country.jpeg,fake,['canoe'],bin1,0.7962765693664551,0.0718165027540677,0.06351601,0.3859950933502388,0.4901626420874231,4523.0
6191,6191,94f3cefc466e6908,original/images/OpenImages/94f3cefc466e6908.jpg,real,"['human body', 'table tennis racket']",,,,,,,
6192,6192,88c2fdb569a5b93b_m02p3w7d_52545a43_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/on_a_beach.jpeg,fake,['roller skates'],bin1,0.7191901803016663,0.0293032109075886,0.026853133,0.3359282815464843,0.4291844923938122,4783.0
6193,6193,323c1f6359ae2416,original/images/OpenImages/323c1f6359ae2416.jpg,real,,,,,,,,
6195,6195,c6438e26a03cef91,original/images/OpenImages/c6438e26a03cef91.jpg,real,"['suit', 'dress']",,,,,,,
6196,6196,0e21eced359138f2,original/images/OpenImages/0e21eced359138f2.jpg,real,['van'],,,,,,,
6197,6197,b96b430175531b2c_m02l8p9_c60c6d98_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv5/cherries.jpeg,fake,"['harbor seal', 'sea lion', 'otter']",bin4,0.4861006140708923,0.0740666777559324,0.07111309,0.1821452119890306,0.3158061785269792,9708.0
6198,6198,b8ab061114751ae3,original/images/OpenImages/b8ab061114751ae3.jpg,real,"['saucer', 'coffee cup', 'mug']",,,,,,,
6199,6199,2af4c1bc5022c428,original/images/OpenImages/2af4c1bc5022c428.jpg,real,,,,,,,,
6201,6201,466fc40cb767a4b8_m05kyg__d8012f23_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/in_the_city.jpeg,fake,"['chest of drawers', 'filing cabinet']",bin5,0.3717407584190368,0.0237502916241462,0.016263247,0.4366920625969994,0.5158689942745565,1609.0
6203,6203,354d7a327bbcc152_m015x4r_bfacf5a4_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/the_early_morning_light.jpeg,fake,['cucumber'],bin4,0.2473254799842834,0.0100570514839795,0.008276395,0.6585365034400794,0.7089224256147284,12060.0
6205,6205,ffa5cfd66c304aaa_m047v4b_18c40b27_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/with_a_building_under_construction_in_the_background.jpeg,fake,['artichoke'],bin4,0.0198433399200439,0.0044800946701188,0.0041172192,0.7571479084525038,0.7663781332629163,
6207,6207,7a54d59441ef3028_m05r655_6b62593e_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/stir-fry.jpeg,fake,['girl'],bin5,0.7226546406745911,0.0369340238237509,0.033233438,0.4854072860659758,0.5544858652475642,11585.0
6209,6209,3008b2429a3b0cdf,original/images/OpenImages/3008b2429a3b0cdf.jpg,real,['tart'],,,,,,,
6210,6210,7601caf299e56b51_m0h2r6_61fa2f63_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/sesame_seeds.jpeg,fake,"['van', 'vehicle registration plate']",bin5,0.0522385835647583,0.0026473360551743,0.002208515,0.786524082499651,0.7882579763011005,
6211,6211,43200d1e5c86e555,original/images/OpenImages/43200d1e5c86e555.jpg,real,['bell pepper'],,,,,,,
6212,6212,b2ebfacff545ad09_m0242l_b52c0917_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/dog_leash.jpeg,fake,['coin'],bin3,0.0303159952163696,0.001849817053318,0.0017476176,0.8242400417374826,0.822601110550989,
6213,6213,9cb33c4f6356a3c5_m01nkt_e636de35_OpenImages_OpenJourney,p2p/OpenImages/SDv4/near_a_beach.jpeg,fake,"['pizza', 'cheese']",bin1,0.1382599472999572,0.01330797022617,0.010742955,0.6540436899767427,0.6854094689138557,11832.0
6216,6216,31c6bd2a0e530fd7,original/images/OpenImages/31c6bd2a0e530fd7.jpg,real,,,,,,,,
6217,6217,39988dc3a63d8751_m05kyg__bc0870bb_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/shih_tzu.jpeg,fake,"['pillow', 'chest of drawers']",bin4,0.2434743642807006,0.0304701747207416,0.028915139,0.4804976289246981,0.5120963681978636,187.0
6218,6218,da043312f3c0c66e,original/images/OpenImages/da043312f3c0c66e.jpg,real,['vehicle registration plate'],,,,,,,
6219,6219,50656f73bd333998_m0hnyx_3d1f5116_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/large.jpeg,fake,"['pastry', 'strawberry']",bin3,0.2291961908340454,0.0082824406666005,0.007200274,0.6792475863297286,0.7134437928311961,8077.0
6222,6222,c36b3490b705d268_m0cmf2_55050ab5_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/on_a_cold_day.jpeg,fake,"['aircraft', 'fixed-wing aircraft']",bin4,0.1355475187301635,0.0132379416534568,0.011492917,0.578881616882884,0.6179318933950957,2759.0
6223,6223,1d18d3c340efd774,original/images/OpenImages/1d18d3c340efd774.jpg,real,['toy'],,,,,,,
6224,6224,cf8e9033180f152a,original/images/OpenImages/cf8e9033180f152a.jpg,real,,,,,,,,
6225,6225,177b07564e5e03a9_m01bqk0_7aa3a6ce_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/mouthwateringly_appetizing.jpeg,fake,['bicycle wheel'],bin1,0.8095525503158569,0.0936531254231708,0.077299014,0.3058015785789785,0.3832780189221822,4565.0
6226,6226,076d59c6be0347c5_m06msq_12358d8f_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv5/narrow_alleyway.jpeg,fake,['sculpture'],bin5,0.0392953157424926,0.0048728178269463,0.0046615354,0.7544152700734225,0.7473203568920059,
6228,6228,93ad151f19de3202_m0fly7_6cca77d7_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/on_a_sunny_day.jpeg,fake,"['guitar', 'jeans']",bin4,0.070684015750885,0.0021778272809423,0.002035095,0.8730060514509178,0.8929790023369147,
6232,6232,5d9b9e6d5c615944,original/images/OpenImages/5d9b9e6d5c615944.jpg,real,,,,,,,,
6234,6234,1c7b169c065e3753,original/images/OpenImages/1c7b169c065e3753.jpg,real,['hedgehog'],,,,,,,
6235,6235,b2916bddaa2d55eb_m021mn_f459da98_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/teenagers.jpeg,fake,['cookie'],bin4,0.3503285646438598,0.0340898383215239,0.031334393,0.5907370775494066,0.680400118535643,6947.0
6237,6237,bde2a4bf940ea960_m0ch_cf_5574ce29_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/fast.jpeg,fake,"['fish', 'whale', 'dolphin']",bin5,0.0490399599075317,0.0072195660430896,0.0050665103,0.8318579972637993,0.8371385880054746,
6240,6240,60ea1234f5b08996_m08pbxl_a4ff9041_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/newborn_baby.jpeg,fake,['monkey'],bin5,0.8049013018608093,0.0989960744609195,0.0789202,0.3430476212587581,0.5057175853462739,11660.0
6241,6241,cb6a1e6d59faf591,original/images/OpenImages/cb6a1e6d59faf591.jpg,real,['ball (object)'],,,,,,,
6242,6242,b5c01ecccc49acfa,original/images/OpenImages/b5c01ecccc49acfa.jpg,real,,,,,,,,
6245,6245,020b7b734ecf7a17,original/images/OpenImages/020b7b734ecf7a17.jpg,real,['hippopotamus'],,,,,,,
6249,6249,26929709ce293207_m04tn4x_d124ddd3_OpenImages_OpenJourney,p2p/OpenImages/SDv4/modern_table_with.jpeg,fake,['swim cap'],bin3,0.2356543540954589,0.0114250740423792,0.010381069,0.7262358748766923,0.7562770332511234,12891.0
6252,6252,200eaae66a594057_m07mhn_0ffe3648_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/girl.jpeg,fake,"['jeans', 'trousers']",bin1,0.1906863451004028,0.0049562219416623,0.0046863235,0.6419465757509161,0.673712268693581,12047.0
6253,6253,107d07288c3e1e59,original/images/OpenImages/107d07288c3e1e59.jpg,real,['camera'],,,,,,,
6254,6254,532f43afe859ead9_m0388q_80042824_OpenImages_OpenJourney,p2p/OpenImages/SDv4/missionaries.jpeg,fake,['grape'],bin1,0.5608638525009155,0.029142788490179,0.024293542,0.5561992868722913,0.6311549182493341,1274.0
6255,6255,5e857d31cfe2ef40_m04yx4_4efcce5e_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/toy.jpeg,fake,['man'],bin2,0.5817990899085999,0.0169623197550408,0.01611283,0.6712307518667554,0.729276556898304,8274.0
6257,6257,4c7e469e8e1c717b,original/images/OpenImages/4c7e469e8e1c717b.jpg,real,['carnivore'],,,,,,,
6258,6258,061be1d696201b24_m02s195_b8608e1b_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv5/on_a_beautiful_day.jpeg,fake,"['vase', 'flowerpot', 'rose']",bin3,0.9121825695037842,0.1512188555854231,0.13326092,0.3406424710390406,0.4412736005712646,3227.0
6262,6262,c9c403b9ebbda4b2,original/images/OpenImages/c9c403b9ebbda4b2.jpg,real,['woman'],,,,,,,
6264,6264,c0954fdc15a5ed83_m02p5f1q_0778d202_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/eagle.jpeg,fake,"['coffee (drink)', 'coffee cup']",bin5,0.9174005389213562,0.110552991363279,0.09264197,0.3637828162007168,0.4918243716750501,1938.0
6265,6265,75658e8646a6738a,original/images/OpenImages/75658e8646a6738a.jpg,real,['motorcycle'],,,,,,,
6269,6269,8519009bf6c10fec_m047j0r_6d91cc85_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/with_the_fireplace_roaring.jpeg,fake,['filing cabinet'],bin4,0.090370237827301,0.0024929691849038,0.00212501,0.8061224832079313,0.8316838357564436,
6274,6274,5982d7903ae15873_m06j2d_9fb8a9d8_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/black.jpeg,fake,['raven'],bin2,0.5294185280799866,0.0186591311832062,0.018109336,0.5757993455960954,0.6208876822724299,2525.0
6275,6275,b41ddd7328e906ed,original/images/OpenImages/b41ddd7328e906ed.jpg,real,,,,,,,,
6276,6276,2cb9ec4d40cfe923,original/images/OpenImages/2cb9ec4d40cfe923.jpg,real,['guitar'],,,,,,,
6277,6277,5a17d3b7c260342a_m07r04_d20ff976_OpenImages_OpenJourney,p2p/OpenImages/SDv4/under_a_thunderstorm.jpeg,fake,['truck'],bin4,0.5052539706230164,0.0415241646341951,0.036820486,0.5348807099082517,0.6130769821334199,9943.0
6278,6278,a479742fc8dea3a9,original/images/OpenImages/a479742fc8dea3a9.jpg,real,['suit'],,,,,,,
6279,6279,ad7048596f0e7a5f_m01m2v_103a9b38_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv5/on_a_sunny_day.jpeg,fake,"['laptop', 'computer mouse', 'computer keyboard']",bin2,0.3468272686004638,0.0143261440090837,0.013609799,0.7359313269912428,0.7951016851337833,10927.0
6280,6280,5935f2942c22592f_m0c9ph5_edc976b6_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/walruses_swimming_in_the_ocean.jpeg,fake,['flower'],bin4,0.0639857649803161,0.0017626820737454,0.0016950491,0.8628260291777369,0.8946065918746193,
6283,6283,d31a909a991adbfd,original/images/OpenImages/d31a909a991adbfd.jpg,real,['canoe'],,,,,,,
6284,6284,22d9e033dadee2ab_m08hvt4_00b99c09_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/branch.jpeg,fake,"['jug', 'vase', 'teapot', 'pitcher (container)']",bin5,0.8258481621742249,0.1666282153395403,0.16066693,0.1880803820061674,0.2827322705724555,7358.0
6286,6286,b9a4fcbed407cf2e_m0hkxq_69e6ccdc_OpenImages_OpenJourney,p2p/OpenImages/SDv4/with_bright_colors_and_layout.jpeg,fake,['broccoli'],bin1,0.4792670011520386,0.0101479267343777,0.009066703,0.5558683959642948,0.5316625646947901,1548.0
6288,6288,20c8135485c060ee_m08pbxl_e2a3270c_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv5/panoramic.jpeg,fake,"['monkey', 'carnivore']",bin5,0.8039513826370239,0.1197886302008867,0.081371024,0.3688151826247703,0.5258378838043433,3593.0
6290,6290,8c1e787b76982cff,original/images/OpenImages/8c1e787b76982cff.jpg,real,['dog'],,,,,,,
6292,6292,3dac163abeddcad2_m04rmv_ae9d3963_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/parents.jpeg,fake,"['mouse', 'carnivore']",bin5,0.8665502071380615,0.2759686959616331,0.2681429,0.2028109925429519,0.3253633421375544,1187.0
6293,6293,0149d723dbc0d724,original/images/OpenImages/0149d723dbc0d724.jpg,real,['lion'],,,,,,,
6294,6294,15945566b3fba67e,original/images/OpenImages/15945566b3fba67e.jpg,real,,,,,,,,
6295,6295,e708aa3816dd1123_m01xyhv_875f4d21_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/large.jpeg,fake,['suit'],bin5,0.0285313725471496,0.0032704394520299,0.0027830836,0.7755392154736672,0.7907564330731254,
6297,6297,2ab74cc6cebb34d4_m03bk1_a6a7b405_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/trench_coat_with_a_pin.jpeg,fake,['giraffe'],bin4,0.3574586510658264,0.0168864148961387,0.01506665,0.5706502330180169,0.6038796492669993,789.0
6300,6300,98ede174708468c1,original/images/OpenImages/98ede174708468c1.jpg,real,"['kettle', 'jug', 'pitcher (container)', 'teapot']",,,,,,,
6302,6302,1d3f8a7b5c94e736_m01bqk0_8c67d111_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/in_front_of_a_house.jpeg,fake,['bicycle wheel'],bin3,0.0333805084228515,0.0081082055545167,0.007057096,0.7205671484717074,0.70544596700112,
6305,6305,ca8de4484aa70be5,original/images/OpenImages/ca8de4484aa70be5.jpg,real,['person'],,,,,,,
6306,6306,2cd532a53ff7da11_m04tn4x_52d47ed8_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/on_a_crunchy_autumn_leaf_strewn_ground.jpeg,fake,['swim cap'],bin2,0.0483372807502746,0.0039377691280409,0.003097977,0.7136326341286666,0.7209820751926359,
6310,6310,bda610f7d590d19c_m01fb_0_072cf280_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/a_painting_of.jpeg,fake,['bagel'],bin3,0.3501760959625244,0.0127931848135144,0.011299706,0.4532276623355146,0.4518361128303383,4989.0
6312,6312,4377fcd757033b6b,original/images/OpenImages/4377fcd757033b6b.jpg,real,['dog'],,,,,,,
6313,6313,d78a5500403a56c0,original/images/OpenImages/d78a5500403a56c0.jpg,real,"['sword', 'dagger']",,,,,,,
6314,6314,06b68f6b49ed725a_m07r04_8417c11c_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/girl.jpeg,fake,['truck'],bin5,0.8770516514778137,0.1225400383154979,0.11075506,0.2207386161025709,0.3519421139152966,12135.0
6317,6317,d1110b5eb76d4b0e_m0hqkz_dabbf208_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/a_rocky.jpeg,fake,"['orange (fruit)', 'grapefruit']",bin2,0.019727349281311,0.0008774011580894,0.000548059,0.952305675977938,0.96453217697024,
6319,6319,35395bbb7a5d4e10_m06_fw_e9064ef7_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/during_the_inspection.jpeg,fake,"['skateboard', 'man', 'wheel']",bin2,0.0899009704589843,0.0047232718775093,0.0042833523,0.6880208061438897,0.6942568118277248,
6320,6320,00e3f4615643a225_m01lrl_73fd1e18_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/sand.jpeg,fake,['carnivore'],bin5,0.3519178628921509,0.0158912799096513,0.012290177,0.5597342881723447,0.6459998664086223,3127.0
6322,6322,e6e6865c1f6b8e87,original/images/OpenImages/e6e6865c1f6b8e87.jpg,real,,,,,,,,
6323,6323,0149d723dbc0d724,original/images/OpenImages/0149d723dbc0d724.jpg,real,,,,,,,,
6324,6324,20ec75fef41838c7_m03v5tg_f556e5b8_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/guinea_pigs.jpeg,fake,"['juice', 'drinking straw']",bin1,0.8729231357574463,0.2376671967291914,0.19508739,0.1321379375919614,0.1991152482032405,3138.0
6326,6326,5f2c6ffc9d36ed35_m09728_b53f3724_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/with_flowers_growing_around_it.jpeg,fake,"['hamburger', 'bread']",bin3,0.4174000024795532,0.0953543349924445,0.08956765,0.1464842687680598,0.2112125754665371,109.0
6327,6327,62a6a4cf2b9781e6,original/images/OpenImages/62a6a4cf2b9781e6.jpg,real,['human body'],,,,,,,
6333,6333,26017ae86ac044ed_m0k4j_5f5f47cd_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/in_a_thunderstorm.jpeg,fake,['car'],bin3,0.8567990064620972,0.2400280140651031,0.22740066,0.2165746788187811,0.2687101410345383,1677.0
6336,6336,90cdb4e83f8c6de6,original/images/OpenImages/90cdb4e83f8c6de6.jpg,real,"['clothing', 'horse']",,,,,,,
6338,6338,abed8a82f3e24f22_m02p5f1q_b3118def_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv5/red_spots.jpeg,fake,"['coffee (drink)', 'saucer', 'drink', 'coffee cup', 'tea']",bin5,0.4833936691284179,0.0146659163519402,0.0077240835,0.47123863951874,0.5223967944301202,11322.0
6340,6340,63e6799816fd519d,original/images/OpenImages/63e6799816fd519d.jpg,real,,,,,,,,
6341,6341,8b286a528fde362d,original/images/OpenImages/8b286a528fde362d.jpg,real,"['guitar', 'human body']",,,,,,,
6343,6343,39def5f0acdfe2cc_m0703r8_46b78236_OpenImages_OpenJourney,p2p/OpenImages/SDv4/on_halloween.jpeg,fake,"['studio couch', 'sofa bed', 'loveseat']",bin5,0.8208895325660706,0.16473154676399,0.1475069,0.1469154892929736,0.2350769955249223,7261.0
6344,6344,d5e263e82395ad5f,original/images/OpenImages/d5e263e82395ad5f.jpg,real,['rabbit'],,,,,,,
6345,6345,e008e39af2d59a5f,original/images/OpenImages/e008e39af2d59a5f.jpg,real,"['cattle', 'bull']",,,,,,,
6346,6346,2a52ca44d1824b8b,original/images/OpenImages/2a52ca44d1824b8b.jpg,real,"['kettle', 'pitcher (container)']",,,,,,,
6348,6348,e3ca083901d78d37_m03fwl_c77a8e73_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/in_a_rural_area.jpeg,fake,"['sheep', 'goat']",bin4,0.7273442149162292,0.0178280835003176,0.016876552,0.7616561057394963,0.8000727798808716,9887.0
6354,6354,3e32af2114e65273,original/images/OpenImages/3e32af2114e65273.jpg,real,['dog'],,,,,,,
6355,6355,8eb4714f45d6411b,original/images/OpenImages/8eb4714f45d6411b.jpg,real,['flowerpot'],,,,,,,
6356,6356,f189f7e3d1510e5e_m015p6_ba04345a_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/cyclists.jpeg,fake,"['eagle', 'bird', 'horse']",bin1,0.3627694845199585,0.0058236869548996,0.003998596,0.832320729659661,0.8979162026790255,9653.0
6358,6358,d00009ba1ee9ed27_m01yrx_7ea94c04_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/in_a_field_of_sunflowers.jpeg,fake,['cat'],bin5,0.8798345923423767,0.1135507151696463,0.11033763,0.4187732846909668,0.5036254436791223,11550.0
6360,6360,cc89a78d3c9dbb26_m02rgn06_41728035_OpenImages_OpenJourney,p2p/OpenImages/SDv4/black_and_white.jpeg,fake,"['shorts', 'volleyball (ball)', 'swimwear']",bin1,0.0395286679267883,0.0025046891786036,0.0020137369,0.7600599310853359,0.785514527033601,
6361,6361,781a6f4611f566b7_m04dr76w_f28307cb_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv5/pork_and.jpeg,fake,"['bottle', 'beer']",bin5,0.2657619714736938,0.0254128497792378,0.025980892,0.5176066693504784,0.5610832940290253,4028.0
6364,6364,f2bef9e08ea5a75b,original/images/OpenImages/f2bef9e08ea5a75b.jpg,real,,,,,,,,
6366,6366,d7c1a82fa7d3a95d,original/images/OpenImages/d7c1a82fa7d3a95d.jpg,real,,,,,,,,
6367,6367,0f0e5a8f28537d2c_m01dxs_f8159c80_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/purple.jpeg,fake,['brown bear'],bin2,0.7264184951782227,0.0785012043394768,0.06574809,0.2011638725016109,0.2658614682367395,3612.0
6368,6368,7ba3e9394a44f387,original/images/OpenImages/7ba3e9394a44f387.jpg,real,,,,,,,,
6371,6371,c801584b771633bf_m0fm3zh_9510ed67_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/cat.jpeg,fake,['flowerpot'],bin1,0.6849462389945984,0.1254305234579311,0.0877029,0.2216389437407749,0.3662079253135382,3078.0
6374,6374,ad334ec84ad6aced_m02vqfm_88a6f184_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/suede.jpeg,fake,"['saucer', 'coffee cup', 'tea', 'coffee (drink)']",bin3,0.8010222315788269,0.2008955252868738,0.19887373,0.1277882050575575,0.2258247608798426,9721.0
6375,6375,5866888d568a0418,original/images/OpenImages/5866888d568a0418.jpg,real,['bird'],,,,,,,
6378,6378,5b0111eea95694dc,original/images/OpenImages/5b0111eea95694dc.jpg,real,"['studio couch', 'loveseat']",,,,,,,
6381,6381,83d1b987e71dfd75_m01bfm9_547801d5_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/parked_in_a_deserted_alley.jpeg,fake,"['shorts', 'trousers']",bin5,0.030898094177246,0.0015529563441332,0.0008509973,0.854039047285418,0.9089623415762536,
6383,6383,ab966f80a531f44f_m08pbxl_2a3a0fae_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv5/majestic.jpeg,fake,['monkey'],bin4,0.0243092775344848,0.0045147212095846,0.0035787977,0.7826086931421575,0.7907327465265518,
6384,6384,b489f6338710ce9f_m0342h_a1f51d67_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/holding_dogs.jpeg,fake,['guitar'],bin5,0.8715068101882935,0.1263448487540537,0.1287574,0.2167480603098907,0.3031366434072754,4220.0
6385,6385,5bf182c14ade8c4f_m03k3r_e3181618_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/on_a_clear_day.jpeg,fake,['horse'],bin2,0.1565917730331421,0.0033123608385922,0.0031980823,0.8541553875101554,0.8683184190845982,2437.0
6388,6388,385a2569f6076bad,original/images/OpenImages/385a2569f6076bad.jpg,real,['lighthouse'],,,,,,,
6389,6389,11fc91728b76a763_m0162_1_51fee5b7_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/soccer.jpeg,fake,['towel'],bin5,0.6619628071784973,0.0479282623686027,0.04265239,0.3607940853297777,0.4728803448664591,3796.0
6391,6391,cc5f872d54e138f3,original/images/OpenImages/cc5f872d54e138f3.jpg,real,['vehicle registration plate'],,,,,,,
6395,6395,4426fa0e3b515179_m0174n1_9174260e_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/in_a_city_park_at_sunset.jpeg,fake,"['glove', 'hat']",bin1,0.870366096496582,0.0600292579409374,0.052127168,0.4225703429450542,0.5397817889074246,155.0
6396,6396,97bd4d44d3eba27d_m01bqk0_d346951f_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/picnicking.jpeg,fake,"['man', 'bicycle wheel']",bin2,0.8513141870498657,0.1138183129122512,0.11714882,0.2477514671506717,0.3488743754976217,2876.0
6398,6398,b4966c8e15fbbbe7,original/images/OpenImages/b4966c8e15fbbbe7.jpg,real,"['fish', 'sea turtle', 'turtle']",,,,,,,
6400,6400,aa9de1fcda12c059,original/images/OpenImages/aa9de1fcda12c059.jpg,real,['cookie'],,,,,,,
6402,6402,48664363f392237a_m05r5c_2e02914d_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/on_a_college_campus.jpeg,fake,['piano'],bin5,0.1111993789672851,0.0146967862725762,0.012274601,0.4719247754629103,0.5016584999436282,
6403,6403,b663492318c1a762,original/images/OpenImages/b663492318c1a762.jpg,real,"['laptop', 'computer keyboard']",,,,,,,
6405,6405,1b605d0e8b4f4872,original/images/OpenImages/1b605d0e8b4f4872.jpg,real,['box'],,,,,,,
6406,6406,7b4e7878bf1aecb3,original/images/OpenImages/7b4e7878bf1aecb3.jpg,real,['muffin'],,,,,,,
6407,6407,622531da2d3783fd_m0k4j_8bd1c985_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/in_the_wind.jpeg,fake,['car'],bin5,0.8772570490837097,0.1687743975385006,0.14998715,0.207682122233782,0.3040755471107588,1014.0
6408,6408,099f5af7592c9fcc_m0898b_bd9099f0_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/during_a_hailstorm.jpeg,fake,['zebra'],bin3,0.0214920043945312,0.0032036954006384,0.0030705088,0.8317155162084225,0.8171128890544578,
6409,6409,eb8079a338b4f2c6_m0cmf2_55785018_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/on_a_sunny_day.jpeg,fake,['fixed-wing aircraft'],bin5,0.7401632070541382,0.0694792003404264,0.069136776,0.3046723220042021,0.3619635835100399,1318.0
6410,6410,5e857d31cfe2ef40_m04yx4_4efcce5e_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/purple.jpeg,fake,['man'],bin2,0.9462056756019592,0.1101900595890227,0.10229427,0.2471570718728749,0.3209710880195346,8274.0
6411,6411,2961a18fde554cb9,original/images/OpenImages/2961a18fde554cb9.jpg,real,,,,,,,,
6412,6412,55b6aa65a52e7e3c,original/images/OpenImages/55b6aa65a52e7e3c.jpg,real,['ball (object)'],,,,,,,
6413,6413,68eb73b7663ff251_m01bl7v_39989c0c_OpenImages_OpenJourney,p2p/OpenImages/SDv4/orange_juice.jpeg,fake,['boy'],bin5,0.040617823600769,0.0016013338430468,0.0013883854,0.830715455475322,0.8453753562031991,
6414,6414,b3a37a5b544cce9b,original/images/OpenImages/b3a37a5b544cce9b.jpg,real,['fixed-wing aircraft'],,,,,,,
6415,6415,54c9896ab7af011c_m0bt9lr_cec53090_OpenImages_OpenJourney,p2p/OpenImages/SDv4/apple.jpeg,fake,['dog'],bin5,0.1292211413383484,0.0123353455614527,0.0073364936,0.6881021936547985,0.7096300410971623,
