index,image_id,image_path,ratio_category,label,entities,og_image
3909,516a2419668bd201_m0hkxq_0f4ac47a_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/rusty.jpeg,bin1,fake,['broccoli'],5287.0
3973,58a0c796e16d767e_m01c648_913664ae_OpenImages_OpenJourney,p2p/OpenImages/SDv4/tennis_ball.jpeg,bin4,fake,"['laptop', 'vase', 'flowerpot']",7117.0
3977,4f104caa8ad41cdf_m0hnyx_aedced21_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/sculpture.jpeg,bin3,fake,['pastry'],3838.0
3981,a0620646a2b9d6e7_m09k_b_c81ea6ff_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/in_the_rain.jpeg,bin4,fake,"['cocktail', 'juice', 'lemon (plant)']",459.0
3997,279ca908e642fd7a_m0283dt1_a38102e3_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/colorful.jpeg,bin2,fake,"['boy', 'human mouth']",3149.0
3999,43200d1e5c86e555_m0jg57_63b6588b_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/on_a_breezy_day.jpeg,bin5,fake,['bell pepper'],6211.0
4003,fb43156f7d0a6b94_m0_cp5_1ef7033e_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/black.jpeg,bin1,fake,"['platter', 'oyster']",8340.0
4004,e1065d5f5dbeac8b_m050k8_ea724a27_OpenImages_OpenJourney,p2p/OpenImages/SDv4/standing_in_front_of.jpeg,bin5,fake,['mobile phone'],7040.0
4043,56401bf3ff33c9ed_m01xyhv_755b1dc6_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/dogs.jpeg,bin4,fake,['suit'],6843.0
4075,ee2687b634bb8fbe_m015wgc_a9d392f2_OpenImages_OpenJourney,p2p/OpenImages/SDv4/gray.jpeg,bin2,fake,"['croissant', 'bread']",1224.0
4079,f7dc53f11acde989_m01dwwc_28e2520f_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/on_a_misty_winter_day.jpeg,bin4,fake,['pancake'],12354.0
4104,4f7111413fecde01_m06k2mb_8e8ae3b8_OpenImages_OpenJourney,p2p/OpenImages/SDv4/on_a_snowy_day.jpeg,bin4,fake,['high heels'],2207.0
4127,5de7fc6ecb724cff_m07mhn_86811b89_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/during_a_fireworks_show.jpeg,bin2,fake,"['tie', 'trousers']",1785.0
4138,9c226d0fe33db772_m06m11_fb517060_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/under_the_sunshine.jpeg,bin1,fake,['rose'],4022.0
4141,df6a51c635afe963_m03hj559_a91e4d6b_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/on_a_rainy_day.jpeg,bin5,fake,"['coffee cup', 'bowl', 'mug', 'mixing bowl']",8080.0
4153,74b714ee6721e879_m0hf58v5_5e605181_OpenImages_OpenJourney,p2p/OpenImages/SDv4/recklessly.jpeg,bin2,fake,"['luggage and bags', 'girl']",8326.0
4190,63cb39d5401e1a6e_m01gkx__6a12c50c_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/balcony.jpeg,bin2,fake,"['woman', 'swimwear']",3277.0
4204,1fe7a99c23f64885_m03fwl_5cf9caaa_OpenImages_Kandinsky_2_2,"p2p/OpenImages/SDv5/man's____++
_best_friend.jpeg",bin1,fake,"['cattle', 'goat']",3605.0
4218,1993005e3e47a261_m0fly7_18191fca_OpenImages_OpenJourney,p2p/OpenImages/SDv4/blue_and_yellow.jpeg,bin1,fake,"['jeans', 'trousers', 'human body']",4579.0
4230,6d1bfe7adfaf407d_m01nkt_7df09d42_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/layer.jpeg,bin4,fake,"['hamburger', 'cheese']",2396.0
4231,f49b39356ee510f4_m03d443_2c667277_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/salad_bowl.jpeg,bin5,fake,['rhinoceros'],2297.0
4232,97bd4d44d3eba27d_m01bqk0_d6fd7d47_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/boy.jpeg,bin3,fake,"['man', 'bicycle wheel']",2876.0
4237,00812a688e387d43_m01bfm9_d7781747_OpenImages_OpenJourney,p2p/OpenImages/SDv4/natural.jpeg,bin4,fake,['shorts'],5715.0
4244,574c680e0b62ef73_m0120dh_01aa2644_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/zebras.jpeg,bin5,fake,"['tortoise', 'sea turtle']",5744.0
4245,b2916bddaa2d55eb_m021mn_c915f16e_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/in_the_sun.jpeg,bin3,fake,['cookie'],6947.0
4269,fa18e35a0def0b4f_m0cyhj__fa0bf32e_OpenImages_OpenJourney,p2p/OpenImages/SDv4/near_a_lamp.jpeg,bin2,fake,['orange (fruit)'],6976.0
4278,253425099d3393de_m01cmb2_7d7de923_OpenImages_OpenJourney,p2p/OpenImages/SDv4/parrot.jpeg,bin5,fake,"['miniskirt', 'jeans']",12011.0
4323,574c680e0b62ef73_m011k07_762a3a4c_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/dog.jpeg,bin5,fake,"['tortoise', 'sea turtle']",5744.0
4333,d563d1c04e5cf154_m01226z_9234f248_OpenImages_OpenJourney,p2p/OpenImages/SDv4/in_a_school.jpeg,bin3,fake,['football'],9961.0
4363,b281c337a69f4e52_m02vqfm_b5bd6eee_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/couple.jpeg,bin4,fake,"['coffee (drink)', 'human body', 'saucer', 'coffee cup', 'tea']",5986.0
4368,d5e7c31e225379d9_m01j3zr_e55ecfc4_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/clear.jpeg,bin4,fake,['burrito'],88.0
4425,574c680e0b62ef73_m011k07_762a3a4c_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/snowy_road_in.jpeg,bin5,fake,"['tortoise', 'sea turtle']",5744.0
4437,be3e49b80af4e60c_m015p6_18749db3_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/lg_watch.jpeg,bin4,fake,"['bird', 'chicken']",9719.0
4446,f84355fd72ad8eb1_m0388q_9c6f2620_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/sheep.jpeg,bin2,fake,['grape'],7249.0
4459,d563d1c04e5cf154_m01226z_9234f248_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/with_only_a_towel_and_a_razor_displayed.jpeg,bin3,fake,['football'],9961.0
4463,875338d0d45abc20_m0cyhj__3bddb370_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/painting_of_a.jpeg,bin3,fake,"['cocktail', 'orange (fruit)', 'juice', 'lemon (plant)']",5407.0
4464,bbfe88937357fd71_m02zvsm_890be05e_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/towels.jpeg,bin5,fake,"['tart', 'tomato', 'cheese', 'bread']",548.0
4467,5c9e024962d5f0a7_m04_sv_df3b233a_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/green.jpeg,bin5,fake,['motorcycle'],4277.0
4497,63cdf8c23f197ee5_m01bjv_1d8284df_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/through_the_countryside_in_the_winter.jpeg,bin1,fake,['bus'],7000.0
4520,b728aa6f4c5280e3_m02s195_f807b138_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/on_a_wooden_table.jpeg,bin3,fake,"['vase', 'flowerpot']",4505.0
4550,875338d0d45abc20_m09k_b_589d2492_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/busy_street.jpeg,bin4,fake,"['cocktail', 'orange (fruit)', 'juice', 'lemon (plant)']",5407.0
4588,591039865a4d874a_m050k8_c6645567_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/and_a_dog_with_a_collars_and_a_collar_around_its_neck.jpeg,bin1,fake,"['mobile phone', 'ipod']",2013.0
4596,3d37a6b6be146c12_m03fwl_a0fbb0f8_OpenImages_OpenJourney,p2p/OpenImages/SDv4/under_a_rainbow.jpeg,bin1,fake,['goat'],285.0
4632,a273f504b47d0670_m01yrx_7e16ca94_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/a_frosty_morning.jpeg,bin5,fake,"['carnivore', 'cat']",2370.0
4666,89d8c4de1f2f3f07_m01m2v_dfc66fe6_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/on_a_clear_day.jpeg,bin3,fake,"['laptop', 'computer keyboard']",4924.0
4678,8440b82a456faf37_m0fszt_24523a37_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/sleek.jpeg,bin2,fake,['cake'],2440.0
4688,f45544793dac3d4c_m0bwd_0j_0a55c29d_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/territory_in_a_countryside.jpeg,bin4,fake,['elephant'],4109.0
4725,33e9b80ec55e4689_m02dl1y_e786a1ad_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/in_the_snowfall.jpeg,bin3,fake,['hat'],7312.0
4735,b2ebfacff545ad09_m0242l_b52c0917_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/cats.jpeg,bin3,fake,['coin'],8047.0
4785,63cb39d5401e1a6e_m01gkx__6a12c50c_OpenImages_OpenJourney,p2p/OpenImages/SDv4/during_a_blizzard.jpeg,bin2,fake,"['woman', 'swimwear']",3277.0
4829,fe1580f27cfe4c67_m0fszt_18a5b5bc_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv5/on_a_table_in_a_restaurant.jpeg,bin3,fake,"['pastry', 'cake']",9365.0
4843,bff3e167dd9ba4e8_m01tcjp_e014c3e6_OpenImages_OpenJourney,p2p/OpenImages/SDv4/on_a_quiet_winter_afternoon.jpeg,bin4,fake,"['muffin', 'cake']",4630.0
4846,ddb2047a165799b4_m024g6_6a6e67c7_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/in_front_of_a_military_base.jpeg,bin4,fake,"['cocktail', 'juice']",6022.0
4882,221b481a8ee7e11d_m09k_b_b8b4b199_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/at_a_stoplight.jpeg,bin5,fake,"['grapefruit', 'lemon (plant)']",11710.0
4886,4f104caa8ad41cdf_m0hnyx_d6448676_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/quarry.jpeg,bin2,fake,['pastry'],3838.0
4899,a29e85514998dff0_m04kkgm_1e2b0a67_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/ham_radio.jpeg,bin5,fake,"['bowl', 'orange (fruit)', 'grapefruit', 'apple']",10051.0
4954,e86eaa23da78ed96_m0h2r6_c7a2144b_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/on_a_windy_day.jpeg,bin5,fake,"['van', 'limousine']",1153.0
4957,9c226d0fe33db772_m06m11_bf150c2d_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/cute.jpeg,bin4,fake,['rose'],4022.0
4963,ceec94afe83824f8_m09728_0fff56df_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/on_a_hot_day.jpeg,bin5,fake,['bread'],9683.0
4964,b22737782d386723_m01gkx__93159175_OpenImages_OpenJourney,p2p/OpenImages/SDv4/flea_collar.jpeg,bin3,fake,"['human ear', 'swimwear', 'human mouth']",1613.0
4990,4211b2a300991531_m0cmf2_24614f5b_OpenImages_OpenJourney,p2p/OpenImages/SDv4/dolphin.jpeg,bin4,fake,['fixed-wing aircraft'],7914.0
4991,74b714ee6721e879_m0hf58v5_5e605181_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv5/restaurant.jpeg,bin2,fake,"['luggage and bags', 'girl']",8326.0
5027,da3eaba337a1c0e4_m0dv77_26616148_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/potted_plant.jpeg,bin5,fake,"['tomato', 'bell pepper', 'squash (plant)']",13259.0
5028,e470100eed3c6c1e_m01gkx__87f3f4c5_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/small.jpeg,bin1,fake,"['woman', 'volleyball (ball)', 'swimwear', 'man']",7701.0
5039,31c66704f5623e96_m0cnyhnx_957547c9_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/standing_behind_a.jpeg,bin5,fake,"['cattle', 'bull']",5819.0
5041,22d9e033dadee2ab_m01fh4r_c1dd581a_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/narrow.jpeg,bin5,fake,"['jug', 'vase', 'teapot', 'pitcher (container)']",7358.0
5042,58a0c796e16d767e_m01c648_913664ae_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv5/foggy.jpeg,bin4,fake,"['laptop', 'vase', 'flowerpot']",7117.0
5074,bbfe88937357fd71_m01nkt_76d972d4_OpenImages_OpenJourney,p2p/OpenImages/SDv4/senior.jpeg,bin1,fake,"['tart', 'tomato', 'cheese', 'bread']",548.0
5083,875338d0d45abc20_m0cyhj__3bddb370_OpenImages_OpenJourney,p2p/OpenImages/SDv4/swimming_suit_standing_by_the_ocean.jpeg,bin3,fake,"['cocktail', 'orange (fruit)', 'juice', 'lemon (plant)']",5407.0
5091,0ab071932a440ed7_m0663v_ddbc29c7_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/blue.jpeg,bin5,fake,"['pastry', 'pizza']",4809.0
5100,9e38e554494bd9a5_m0dftk_2d7ae3cb_OpenImages_OpenJourney,p2p/OpenImages/SDv4/bakers_preparing.jpeg,bin5,fake,"['duck', 'swan']",4403.0
5121,91326dc604d416d7_m025rp___09b2ec4b_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/in_a_skyscraper_in_a_bustling_city.jpeg,bin2,fake,['cowboy hat'],12382.0
5142,abed8a82f3e24f22_m07clx_8500f8f1_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/in_the_park_during_a_tornado.jpeg,bin4,fake,"['coffee (drink)', 'saucer', 'drink', 'coffee cup', 'tea']",11322.0
5157,516a2419668bd201_m0hkxq_123c93df_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/hilarious.jpeg,bin1,fake,['broccoli'],5287.0
5174,1245d58837d6af78_m09b5t_b45071c2_OpenImages_OpenJourney,p2p/OpenImages/SDv4/a_group_of_four.jpeg,bin4,fake,['chicken'],7537.0
5176,59d728940d54f997_m02wv6h6_0568fe64_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/wooden.jpeg,bin4,fake,"['skirt', 'miniskirt', 'dress']",6932.0
5194,500b6180c0d29747_m0dv77_dc8ba20f_OpenImages_OpenJourney,p2p/OpenImages/SDv4/in_the_moonlight.jpeg,bin3,fake,"['winter melon', 'squash (plant)']",11662.0
5217,ddb2047a165799b4_m024g6_d284a514_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/modern.jpeg,bin4,fake,"['cocktail', 'juice']",6022.0
5225,b281c337a69f4e52_m03q5c7_fb8ab5e1_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/pretzels.jpeg,bin5,fake,"['coffee (drink)', 'human body', 'saucer', 'coffee cup', 'tea']",5986.0
5234,43200d1e5c86e555_m0jg57_a275b772_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/bird.jpeg,bin5,fake,['bell pepper'],6211.0
5238,f84355fd72ad8eb1_m0388q_593ba44b_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/digital_artwork.jpeg,bin3,fake,['grape'],7249.0
5261,fb43156f7d0a6b94_m0_cp5_cd842f8a_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/on_a_foggy_day.jpeg,bin1,fake,"['platter', 'oyster']",8340.0
5285,347b0afa5c8808d8_m02zvsm_79cb223f_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/fluffy.jpeg,bin5,fake,"['tart', 'strawberry']",5307.0
5333,3fc30c8644f09b0f_m07r04_ede98599_OpenImages_OpenJourney,p2p/OpenImages/SDv4/a_pile_of_fries.jpeg,bin5,fake,"['truck', 'van', 'ambulance']",7375.0
5370,175d58a18a0bd278_m0dbvp_99bc467c_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/maraschino_cherry_floating_in_it.jpeg,bin4,fake,"['goose', 'duck']",779.0
5447,7b4e7878bf1aecb3_m01tcjp_2f8dba73_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/vintage.jpeg,bin5,fake,['muffin'],6406.0
5463,3df749836e00ec37_m0dftk_41ce9862_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/blue_tie.jpeg,bin1,fake,"['goose', 'swan']",9824.0
5465,2406df385f602b9b_m027pcv_ab204586_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/photo_of_a_woman_is_a_photo_of_a_woman_is_a_photo_of_a_woman_is_a_photo_of_a_woman_is_a_photo_of_a_woman_is_a_photo_of_a_woman_is_a_photo_of_a_woman_is_a_photo_of_a_woman_is_a_photo_of_a_woman_is_a_photo_of_a_woman_is_a_photo_of_a_woman_on_a_hot_day.jpeg,bin3,fake,"['zucchini', 'cucumber']",3270.0
5467,35abdcbd62e7f8a4_m09j2d_92fb90d1_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/fried.jpeg,bin3,fake,['clothing'],2439.0
5485,76d67fe26f7576aa_m03qrc_a099669b_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/festive.jpeg,bin5,fake,"['mouse', 'hamster']",13082.0
5514,ef80dcc193773eae_m03bt1vf_6f0aded2_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/on_a_rainy_day.jpeg,bin5,fake,"['woman', 'girl']",9081.0
5524,5a26ee6c6175ae97_m0_cp5_29f7401b_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/cyclists.jpeg,bin5,fake,['oyster'],11659.0
5529,d78a5500403a56c0_m06y5r_17b991f9_OpenImages_OpenJourney,p2p/OpenImages/SDv4/motorcycle_displayed.jpeg,bin4,fake,"['sword', 'dagger']",6313.0
5550,253425099d3393de_m0fly7_52a988bc_OpenImages_OpenJourney,p2p/OpenImages/SDv4/white_cat.jpeg,bin2,fake,"['miniskirt', 'jeans']",12011.0
5564,4e9df759ce180a15_m03bt1vf_c8cc79ef_OpenImages_OpenJourney,p2p/OpenImages/SDv4/afternoon.jpeg,bin4,fake,"['woman', 'football']",3252.0
5614,70a6c792e498bccc_m0703r8_1414439d_OpenImages_OpenJourney,p2p/OpenImages/SDv4/on_a_windy_day.jpeg,bin5,fake,"['studio couch', 'loveseat']",3383.0
5628,9cb33c4f6356a3c5_m01nkt_06e518fc_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/riparian.jpeg,bin1,fake,"['pizza', 'cheese']",11832.0
5652,91326dc604d416d7_m025rp___4b2e5b21_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/orchid.jpeg,bin3,fake,['cowboy hat'],12382.0
5655,63cdf8c23f197ee5_m01bjv_3229c193_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/swimsuit_bottom.jpeg,bin5,fake,['bus'],7000.0
5686,7936076e23541980_m0dv77_a9087a10_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/on_a_stormy_day.jpeg,bin3,fake,['squash (plant)'],6639.0
5689,d563d1c04e5cf154_m01226z_9234f248_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/in_the_spotlight.jpeg,bin3,fake,['football'],9961.0
5714,150b0a3dce58854d_m01nkt_62a50f87_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/gray.jpeg,bin5,fake,"['cheese', 'tomato', 'pizza']",8029.0
5722,ceec94afe83824f8_m09728_0fff56df_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv5/parsley_sugar.jpeg,bin5,fake,['bread'],9683.0
5747,8db04c13559176c0_m01gkx__62b44210_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/swan.jpeg,bin2,fake,"['shorts', 'volleyball (ball)', 'swimwear']",12187.0
5752,347b0afa5c8808d8_m07fbm7_c96ec8ad_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/kiddie_pool.jpeg,bin3,fake,"['tart', 'strawberry']",5307.0
5768,eab69fe27b0d1b84_m06bt6_93974b9f_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/band.jpeg,bin5,fake,['reptile'],11167.0
5770,63cdf8c23f197ee5_m01bjv_3229c193_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/suv.jpeg,bin5,fake,['bus'],7000.0
5802,e3be2c967e5af1e5_m01dwsz_67d03c6a_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/the_colosseum_of_rome.jpeg,bin5,fake,['waffle'],11805.0
5808,492df4450b7893d9_m08pbxl_7c67d977_OpenImages_OpenJourney,p2p/OpenImages/SDv4/during_a_lightning_strike.jpeg,bin5,fake,"['monkey', 'carnivore']",7950.0
5823,408e6a6f9f0ab7f3_m01b638_659383f2_OpenImages_OpenJourney,p2p/OpenImages/SDv4/picture.jpeg,bin2,fake,"['high heels', 'trousers', 'dress', 'belt', 'boot']",13312.0
5829,d1110b5eb76d4b0e_m0hqkz_7e005d15_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/beautiful.jpeg,bin3,fake,"['orange (fruit)', 'grapefruit']",3397.0
5834,4b3cadd107cd92b1_m01z1kdw_c344db55_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/snail.jpeg,bin5,fake,"['cocktail', 'drink', 'juice']",3628.0
5840,b728aa6f4c5280e3_m0fm3zh_4f6803f3_OpenImages_OpenJourney,p2p/OpenImages/SDv4/juicy.jpeg,bin2,fake,"['vase', 'flowerpot']",4505.0
5862,591039865a4d874a_m050k8_6d432a32_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/in_a_busy_city.jpeg,bin5,fake,"['mobile phone', 'ipod']",2013.0
5874,150b0a3dce58854d_m01nkt_62a50f87_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/warm_summer_day.jpeg,bin5,fake,"['cheese', 'tomato', 'pizza']",8029.0
5890,bff3e167dd9ba4e8_m01tcjp_05ef5d51_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/root_beer.jpeg,bin5,fake,"['muffin', 'cake']",4630.0
5895,1c68ec73964a0332_m01x_v_da090dc3_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/helmet_and_goggles.jpeg,bin4,fake,['camel'],5876.0
5923,9e38e554494bd9a5_m0dftk_c800213e_OpenImages_OpenJourney,p2p/OpenImages/SDv4/near_a_beach.jpeg,bin3,fake,"['duck', 'swan']",4403.0
5967,b2916bddaa2d55eb_m021mn_4150ba26_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/rainy.jpeg,bin3,fake,['cookie'],6947.0
5971,fb43156f7d0a6b94_m0_cp5_93239736_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/standing_in_the_rain.jpeg,bin2,fake,"['platter', 'oyster']",8340.0
5982,05122205d3994c32_m05vtc_198cc865_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv5/near_a_beach.jpeg,bin1,fake,['potato'],9716.0
6002,59d728940d54f997_m02wv6h6_0568fe64_OpenImages_OpenJourney,p2p/OpenImages/SDv4/in_the_lightning_of_the_storm.jpeg,bin4,fake,"['skirt', 'miniskirt', 'dress']",6932.0
6003,c61d05c0829eb3ae_m01gkx__a4e2b935_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/funny.jpeg,bin5,fake,"['shorts', 'swimwear']",12999.0
6051,8440b82a456faf37_m0fszt_775c8ed3_OpenImages_OpenJourney,p2p/OpenImages/SDv4/trumpet_with_its_case.jpeg,bin3,fake,['cake'],2440.0
6053,bbfe88937357fd71_m09728_ec02070c_OpenImages_OpenJourney,p2p/OpenImages/SDv4/desert_landscape.jpeg,bin4,fake,"['tart', 'tomato', 'cheese', 'bread']",548.0
6059,26912ba548456bd8_m079cl_fa14470b_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/in_the_mountains.jpeg,bin5,fake,['skyscraper'],5541.0
6071,febefae5f104a7c8_m09728_deb0b9dd_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/old.jpeg,bin4,fake,"['sandwich', 'bread']",9989.0
6120,55917f4c7f266f73_m0k1tl_5c6b85c2_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/bottles_of_wine.jpeg,bin3,fake,['pen'],13118.0
6190,b81faf1b4bff0153_m0ph39_caeb75bd_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/country.jpeg,bin1,fake,['canoe'],4523.0
6213,9cb33c4f6356a3c5_m01nkt_e636de35_OpenImages_OpenJourney,p2p/OpenImages/SDv4/near_a_beach.jpeg,bin1,fake,"['pizza', 'cheese']",11832.0
6217,39988dc3a63d8751_m05kyg__bc0870bb_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/shih_tzu.jpeg,bin4,fake,"['pillow', 'chest of drawers']",187.0
6235,b2916bddaa2d55eb_m021mn_f459da98_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/teenagers.jpeg,bin4,fake,['cookie'],6947.0
6243,76d67fe26f7576aa_m04rmv_b487624c_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/under_a_moonlight.jpeg,bin5,fake,"['mouse', 'hamster']",13082.0
6252,200eaae66a594057_m07mhn_0ffe3648_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/girl.jpeg,bin1,fake,"['jeans', 'trousers']",12047.0
6284,22d9e033dadee2ab_m08hvt4_00b99c09_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/branch.jpeg,bin5,fake,"['jug', 'vase', 'teapot', 'pitcher (container)']",7358.0
6297,2ab74cc6cebb34d4_m03bk1_a6a7b405_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/trench_coat_with_a_pin.jpeg,bin4,fake,['giraffe'],789.0
6326,5f2c6ffc9d36ed35_m09728_b53f3724_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/with_flowers_growing_around_it.jpeg,bin3,fake,"['hamburger', 'bread']",109.0
6338,abed8a82f3e24f22_m02p5f1q_b3118def_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv5/red_spots.jpeg,bin5,fake,"['coffee (drink)', 'saucer', 'drink', 'coffee cup', 'tea']",11322.0
6348,e3ca083901d78d37_m03fwl_c77a8e73_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/in_a_rural_area.jpeg,bin4,fake,"['sheep', 'goat']",9887.0
6361,781a6f4611f566b7_m04dr76w_f28307cb_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv5/pork_and.jpeg,bin5,fake,"['bottle', 'beer']",4028.0
6385,5bf182c14ade8c4f_m03k3r_e3181618_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/on_a_clear_day.jpeg,bin2,fake,['horse'],2437.0
6396,97bd4d44d3eba27d_m01bqk0_d346951f_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/picnicking.jpeg,bin2,fake,"['man', 'bicycle wheel']",2876.0
6433,150b0a3dce58854d_m0663v_a4227795_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/small.jpeg,bin5,fake,"['cheese', 'tomato', 'pizza']",8029.0
6466,f884aa07d36a636f_m076bq_41e4b2ba_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/car.jpeg,bin4,fake,['segway'],3686.0
6475,e3ca083901d78d37_m07bgp_fc553acc_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/a_child_holding_a_flag.jpeg,bin2,fake,"['sheep', 'goat']",9887.0
